void,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329
0,0,1.005512582,1.000229771,0.996058252,0.994786717,0.994405095,0.994291126,0.994257241,1.004258615,0.997137904,0.992358495,0.99084686,0.990388658,0.990250357,0.990208835,0.999826727,0.99613178,0.991269877,0.989810008,0.98937688,0.989249041,0.98921151,1.005357302,0.999875255,0.995629959,0.994330617,0.993940184,0.993823438,0.993788688,1.003610763,0.998802273,0.994377749,0.993033923,0.992631928,0.992512276,0.992476832,1.000325863,0.995566818,0.99057151,0.989043914,0.988587691,0.988452119,0.988412055,1.000475607,0.996341278,0.991486722,0.990019742,0.989582999,0.989453654,0.989415551,1.00486555,0.998013952,0.993418436,0.991972519,0.991535127,0.991403349,0.99136385,1.002152897,0.997544743,0.992885737,0.991471231,0.991048608,0.990922988,0.990885839,1.004227889,0.997727129,0.993090622,0.991638526,0.991200253,0.991068518,0.991029126,1.00708696,1.000246721,0.996058863,0.994750056,0.994353859,0.994234431,0.994198595,1.003436371,0.998239116,0.993690045,0.992298446,0.991881073,0.991756523,0.991719538,1.003344694,0.997321332,0.992618616,0.991155402,0.990715005,0.990583027,0.990543682,1.0012093,0.996514327,0.991651024,0.990169525,0.989726519,0.989594754,0.98955577,1.001128445,0.996386579,0.991496517,0.990005388,0.989559348,0.989426635,0.98938736,1.00547076,0.99937553,0.995037144,0.993694301,0.9932896,0.993168188,0.993131936,1.006197443,0.999467973,0.995169664,0.993823517,0.993416842,0.993294449,0.99325779,1.006309794,0.999846434,0.995609457,0.994291063,0.993893142,0.993773543,0.993737763,1.006325055,0.999663603,0.995409045,0.994078549,0.993676828,0.993555992,0.993519816,1.003711354,0.998122907,0.993543715,0.992134078,0.991710335,0.991583586,0.991545861,1.001459931,0.996400654,0.991489656,0.989985255,0.989534131,0.989399584,0.98935967,1.003907549,0.998215841,0.993655698,0.992249857,0.991827057,0.99170052,0.991662838,1.001628218,0.996469894,0.991565721,0.990061504,0.98961011,0.989475387,0.989435392,1.00571346,0.999487104,0.995193711,0.993861409,0.993459969,0.993339521,0.993303551,1.00512527,0.999063503,0.994682463,0.993325636,0.992917059,0.992794571,0.992758025,1.003478299,0.997816331,0.993176298,0.991745498,0.991315201,0.991186437,0.991148099,1.001699582,0.996369199,0.991445051,0.989929273,0.989473974,0.989337931,0.989297501,1.001542139,0.996246438,0.991288312,0.989763625,0.989305565,0.989168701,0.989128028,1.005176033,0.999070833,0.994717363,0.993365041,0.992958088,0.9928361,0.992799709,1.003959469,0.998129843,0.993557941,0.992145032,0.99171989,0.991592575,0.991554639,1.003478828,0.997746239,0.993110586,0.991676197,0.991244894,0.991115788,0.991077339,1.001670656,0.996257206,0.991291962,0.989762663,0.989302797,0.989165274,0.98912437,1.001766676,0.996311327,0.991354942,0.989827709,0.989368351,0.989230945,0.989190065,1.003832741,0.99806019,0.993489343,0.992074733,0.991649368,0.991522022,0.99148409,1.006153511,0.999971639,0.99581372,0.994523551,0.994135479,0.994019181,0.993984489,1.00216067,0.996564736,0.991657489,0.990143023,0.989687218,0.989550778,0.989510155,1.005782952,0.999728122,0.995521808,0.99421782,0.993825809,0.993708396,0.993673393,1.005991153,0.999865174,0.995687796,0.99439271,0.994003292,0.993886638,0.993851855,1.003444943,0.997600417,0.992918611,0.991470235,0.991034252,0.99090366,0.990864743,1.001924527,0.996367778,0.991415494,0.989886513,0.989426264,0.98928847,0.989247438,1.005974402,0.999893724,0.995727459,0.994436578,0.994048592,0.993932412,0.993897784,1.00530773,0.999259137,0.994950962,0.993616204,0.993214825,0.993094614,0.993058782,1.00268436,0.996891333,0.99205175,0.990554448,0.990103473,0.989968355,0.989928086,1.005856835,0.999812007,0.995631435,0.994336696,0.993947645,0.993831178,0.993796474,1.004288423,0.998552264,0.994084608,0.99270377,0.992288767,0.992164569,0.992127584,1.001880012,0.996219152,0.991225664,0.989681936,0.989216799,0.989077427,0.989035892,1.004424298,0.998431149,0.993940416,0.992549026,0.992130384,0.99200498,0.991967601
1,0,0.990960245,0.98714826,0.982962589,0.981679853,0.981294696,0.981179667,0.981145467,0.989578517,0.983895561,0.979098534,0.977573303,0.977110781,0.976971171,0.976929256,0.985196019,0.982929495,0.978044277,0.976571191,0.976133984,0.976004936,0.975967051,0.990801866,0.986786991,0.982527157,0.981216355,0.980822303,0.980704471,0.980669397,0.989044711,0.985692475,0.981250672,0.97989491,0.979489176,0.979368408,0.979332633,0.985653007,0.982315676,0.977297233,0.975755756,0.975295215,0.975158356,0.975117911,0.985857648,0.983153692,0.978276642,0.976796423,0.976355576,0.976225011,0.976186548,0.990191756,0.984787168,0.980175357,0.978716474,0.978274966,0.978141943,0.978102072,0.98757126,0.984406205,0.979727401,0.978300247,0.977873677,0.97774688,0.977709382,0.989550108,0.984493362,0.979839624,0.978374477,0.977932074,0.977799093,0.977759328,0.992494637,0.987125162,0.98292519,0.981604851,0.981204973,0.981084431,0.98104826,0.988866862,0.985119933,0.980553027,0.979149052,0.978727794,0.978602079,0.978564749,0.988667838,0.98408423,0.979362958,0.977886558,0.977442007,0.97730878,0.977269063,0.98660727,0.983344325,0.97845941,0.976964592,0.976517433,0.976384428,0.976345077,0.986522087,0.98321084,0.978298974,0.976794429,0.976344204,0.976210243,0.976170598,0.990892811,0.986259612,0.981906635,0.980551917,0.980143454,0.980020909,0.979984318,0.991544119,0.986277056,0.981965112,0.980606982,0.980196497,0.980072954,0.980035949,0.991711166,0.986714584,0.982464397,0.98113435,0.980732725,0.980612009,0.980575894,0.991676217,0.986479263,0.982211387,0.98086906,0.980463579,0.980341607,0.980305092,0.989136233,0.984996857,0.980400116,0.978977943,0.978550254,0.978422319,0.978384241,0.986860418,0.983231904,0.978299447,0.976781532,0.976326181,0.976190369,0.97615008,0.989330112,0.985088426,0.980511047,0.979092708,0.97866597,0.97853825,0.978500215,0.987033214,0.983306428,0.978381033,0.976863318,0.976407697,0.976271708,0.976231337,0.99111447,0.986351191,0.982043683,0.98069958,0.980294401,0.980172826,0.98013652,0.990534416,0.985931383,0.981535216,0.980166357,0.979753975,0.979630341,0.979593453,0.988898041,0.984681893,0.980023837,0.978580294,0.978145985,0.978016015,0.977977319,0.987073255,0.983172991,0.978227549,0.976698122,0.976238545,0.976101219,0.976060408,0.986937052,0.983070428,0.978090764,0.976552374,0.976090019,0.975951868,0.975910812,0.990515298,0.985868288,0.981499684,0.980135276,0.979724503,0.979601365,0.979564631,0.989373717,0.984993114,0.980404019,0.978978539,0.978549432,0.978420925,0.978382634,0.988825131,0.984536901,0.979883029,0.978435756,0.978000398,0.977870074,0.977831262,0.987069823,0.98308564,0.978098999,0.976555968,0.976091793,0.975952977,0.975911688,0.987169833,0.983144371,0.97816675,0.976625813,0.976162153,0.976023457,0.975982192,0.989178924,0.984854049,0.980265635,0.978838335,0.978408973,0.978280425,0.978242135,0.99151727,0.986803135,0.982632071,0.981330447,0.980938747,0.980821358,0.98078634,0.987570475,0.983407164,0.978479358,0.97695133,0.976491262,0.976353541,0.976312536,0.991131062,0.986541331,0.98232118,0.981005577,0.980609894,0.980491377,0.980456045,0.991362639,0.986703295,0.982512531,0.981205949,0.980812893,0.980695145,0.980660035,0.988854944,0.984453812,0.979753814,0.978292521,0.977852467,0.977720651,0.977681369,0.987308902,0.983182533,0.978209132,0.976666409,0.976201842,0.97606275,0.976021332,0.991343261,0.986729451,0.982549815,0.981247473,0.980855861,0.980738591,0.980703637,0.990694769,0.986106548,0.981783733,0.980437117,0.98003199,0.979910653,0.979874485,0.988093798,0.983736784,0.978877527,0.977366838,0.976911647,0.976775261,0.976734614,0.991228213,0.986649365,0.982455239,0.981149002,0.980756315,0.980638756,0.980603725,0.989639333,0.98535613,0.980871823,0.979478625,0.979059727,0.978934359,0.978897025,0.987274934,0.983043075,0.978028313,0.976470725,0.976001229,0.975860546,0.975818621,0.989821143,0.985279777,0.980772707,0.979368929,0.978946378,0.978819799,0.978782069
2,0,0.95180047,0.950248811,0.945989462,0.944675216,0.944280533,0.94416266,0.944127615,0.95026455,0.946715865,0.941833391,0.94027007,0.939795929,0.939652813,0.939609846,0.946016798,0.945859473,0.940881081,0.939371341,0.938923235,0.938790972,0.938752143,0.951634851,0.949866939,0.945532037,0.944188992,0.943785181,0.943664432,0.94362849,0.949888354,0.948745177,0.94422273,0.942833529,0.942417736,0.942293974,0.942257313,0.946410955,0.945156498,0.940043408,0.9384634,0.937991318,0.937851031,0.937809573,0.946678929,0.946092391,0.941123142,0.939606114,0.939154277,0.939020458,0.938981038,0.950887424,0.94764942,0.942956179,0.94146097,0.941008398,0.940872044,0.940831174,0.948409621,0.947407737,0.942642314,0.941179821,0.940742648,0.940612701,0.940574271,0.950252221,0.947352097,0.942615294,0.941113645,0.940660157,0.940523845,0.940483085,0.953257179,0.950141118,0.945869923,0.944517034,0.944107215,0.943983677,0.943946607,0.949698772,0.948139681,0.943489878,0.942051199,0.941619475,0.941490638,0.941452382,0.949384476,0.946944142,0.942137364,0.940624165,0.940168478,0.940031915,0.939991203,0.94742785,0.946289461,0.941313165,0.939781193,0.939322884,0.939186564,0.939146233,0.947337843,0.946146166,0.941142351,0.939600387,0.93913893,0.939001628,0.938960994,0.951690574,0.94928242,0.944853228,0.943465081,0.94304647,0.942920881,0.942883382,0.952257225,0.949210139,0.944823852,0.943432079,0.943011349,0.942884723,0.942846796,0.952479651,0.949721732,0.945398399,0.944035533,0.943623922,0.943500205,0.943463193,0.952394807,0.949425116,0.945083855,0.943708305,0.943292711,0.943167698,0.943130272,0.949953368,0.947996047,0.943316384,0.941859021,0.941420692,0.941289576,0.941250552,0.947673316,0.946165279,0.941140943,0.939585274,0.939118558,0.938979358,0.938938064,0.950142425,0.948085488,0.943425823,0.94197239,0.941535035,0.941404138,0.941365158,0.947847231,0.946243654,0.941226732,0.939671276,0.939204286,0.939064904,0.939023527,0.951890846,0.949353439,0.944970979,0.943593687,0.94317843,0.943053833,0.943016625,0.951323585,0.948932619,0.944459106,0.943056424,0.942633785,0.942507076,0.942469272,0.949709813,0.947664037,0.942921715,0.941442411,0.940997288,0.940864083,0.940824424,0.947853731,0.94607045,0.941033166,0.939465634,0.938994564,0.938853807,0.938811976,0.947738031,0.945985961,0.940913672,0.93933698,0.938863073,0.938721472,0.938679391,0.951239129,0.948798751,0.944353286,0.942955054,0.942534032,0.942407822,0.942370172,0.950176166,0.947975704,0.943304261,0.941843484,0.941403693,0.941271987,0.941232744,0.949566774,0.947440828,0.942702627,0.941219368,0.94077313,0.94063955,0.940599769,0.947871146,0.946002205,0.940922985,0.939341539,0.938865766,0.938723482,0.938681162,0.947973701,0.946065577,0.940995679,0.93941639,0.938941147,0.938798986,0.938756692,0.949918421,0.947766833,0.943095721,0.94163296,0.941192873,0.941061116,0.94102187,0.952261557,0.949786291,0.945543346,0.944209577,0.94380813,0.94368782,0.943651932,0.948376808,0.946339721,0.941321084,0.939755056,0.9392835,0.939142342,0.939100315,0.95186368,0.949503874,0.945210371,0.943862235,0.943456696,0.943335228,0.943299016,0.952116511,0.949692698,0.945429505,0.94409066,0.943687826,0.943567149,0.943531167,0.94965501,0.947414837,0.942629858,0.94113232,0.940681295,0.940546194,0.940505934,0.948090861,0.946082921,0.941017425,0.939436271,0.938960087,0.938817518,0.938775065,0.952096192,0.949718617,0.945466729,0.944132228,0.943730874,0.943610688,0.943574865,0.951467141,0.949094389,0.944695891,0.943315992,0.942900784,0.942776428,0.942739361,0.948895136,0.946674874,0.941726748,0.940178516,0.939711962,0.939572173,0.939530512,0.951985142,0.949639693,0.945372911,0.944034417,0.943631963,0.943511479,0.943475578,0.95038205,0.948290098,0.943725534,0.942297778,0.941868431,0.941739936,0.941701671,0.948064153,0.945946239,0.940838618,0.939242226,0.938760989,0.93861679,0.938573817,0.950605855,0.94825202,0.943664791,0.942226251,0.941793173,0.941663442,0.941624773
3,0,0.967764736,0.971844355,0.967767834,0.966494971,0.966112157,0.965997806,0.965963806,0.966404785,0.968590573,0.963927238,0.962414125,0.961954541,0.961815787,0.961774128,0.961929075,0.967537124,0.962758747,0.961296882,0.960862386,0.960734112,0.960696451,0.96761345,0.971488478,0.967340506,0.966039836,0.965648196,0.965531062,0.965496194,0.965834916,0.970369418,0.966036625,0.964691276,0.964288035,0.964167983,0.964132419,0.962412482,0.966942355,0.962041813,0.960512289,0.960054649,0.959918621,0.959878421,0.962620256,0.967791609,0.963024863,0.961556015,0.961117919,0.960988141,0.960949909,0.967001457,0.969469174,0.964985958,0.963538556,0.963099813,0.962967596,0.962927964,0.964360568,0.969077084,0.964509274,0.96309312,0.962669202,0.962543167,0.962505893,0.966348455,0.969163174,0.964635823,0.963182161,0.962742527,0.96261035,0.962570824,0.96932029,0.971836669,0.967758911,0.966448916,0.966051496,0.96593167,0.965895713,0.965675338,0.969812261,0.965359453,0.963966362,0.963547721,0.963422761,0.963385654,0.965457258,0.968744498,0.964146759,0.962681888,0.96224012,0.962107698,0.962068219,0.963406651,0.968020119,0.963250208,0.961767003,0.96132266,0.961190465,0.961151352,0.963323814,0.967888181,0.96309215,0.961599312,0.961151928,0.961018784,0.960979378,0.967706659,0.970958529,0.966723845,0.965379675,0.964973731,0.964851917,0.964815543,0.968336189,0.970947505,0.966758628,0.965411081,0.965003117,0.964880307,0.964843521,0.96851525,0.971402695,0.967272365,0.965952672,0.965553509,0.965433508,0.965397606,0.968463284,0.971145588,0.966999573,0.965667683,0.965264683,0.965143433,0.965107132,0.965953596,0.969696285,0.96521731,0.963806222,0.963381202,0.963254038,0.963216189,0.96368218,0.967929794,0.963116089,0.961610064,0.961157604,0.961022625,0.960982581,0.966146717,0.969786852,0.965327792,0.963920512,0.963496434,0.963369483,0.963331677,0.963860366,0.968010218,0.96320426,0.961698451,0.961245726,0.961110571,0.961070447,0.967910077,0.971029317,0.966840546,0.965506877,0.965104182,0.964983327,0.964947235,0.967336442,0.970615523,0.96633802,0.9649798,0.96456996,0.964447062,0.964410393,0.965718823,0.969382955,0.964844207,0.963411943,0.962980355,0.962851173,0.962812709,0.963897932,0.967872,0.963047838,0.961530431,0.961073779,0.960937298,0.960896736,0.963772724,0.96778167,0.962923477,0.961397207,0.960937806,0.960800507,0.960759703,0.96728881,0.970519272,0.966269509,0.964915653,0.964507397,0.964384988,0.96434847,0.966188135,0.969687479,0.965218012,0.963803654,0.963377223,0.963249491,0.963211429,0.965622794,0.969210332,0.964676546,0.963240548,0.962807909,0.962678371,0.962639792,0.963913052,0.967804895,0.962940786,0.961409942,0.960948739,0.960810781,0.960769745,0.9640147,0.967865558,0.963010648,0.961481886,0.961021194,0.960883355,0.960842344,0.965971702,0.969523545,0.965054548,0.963638346,0.963211654,0.963083879,0.963045817,0.968276499,0.97144235,0.967387793,0.96609618,0.965706847,0.965590143,0.965555328,0.964415613,0.968129172,0.963324389,0.961808429,0.961351298,0.961214427,0.961173674,0.967888411,0.97117791,0.967074002,0.965768514,0.965375227,0.965257403,0.965222277,0.968122976,0.971343347,0.967268879,0.965972344,0.965581664,0.965464604,0.965429698,0.965678286,0.969154877,0.964576323,0.963126476,0.962689187,0.962558171,0.962519126,0.964154651,0.967904704,0.963054862,0.961524345,0.961062756,0.960924525,0.960883361,0.968099102,0.971364676,0.967300815,0.966008472,0.965619224,0.965502637,0.965467886,0.967470424,0.970760824,0.966555513,0.965219291,0.964816636,0.964696014,0.964660058,0.964935429,0.968455116,0.96371938,0.962220607,0.961768311,0.961632763,0.961592364,0.96798403,0.971284117,0.967205664,0.965909453,0.965519138,0.965402264,0.965367437,0.966423095,0.970018823,0.965652072,0.964269665,0.963853355,0.963728735,0.963691622,0.964132636,0.967777556,0.962887824,0.961342608,0.960876135,0.960736327,0.960694661,0.966618682,0.969954432,0.965567095,0.964174224,0.963754287,0.963628464,0.963590959
